source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300_batch3.sql,225,college,Table 2 ___ descriptive statistics for each group. (choose the best option).,A. summarizes,B. summarize,C. summarizing,D. summarized,D,3,D. summarized,過去式 summarized 表列出／總述。,
questions_seed_300_batch3.sql,226,college,The limitation ___ the cross-sectional design. (choose the best option).,A. concerns,B. concern,C. concerning,D. concerned,A,0,A. concerns,描述研究限制常用現在式 concerns，表示『此限制在於／涉及…』。,
questions_seed_300_batch3.sql,227,college,Future research should ___ longitudinal methods. (choose the best option).,A. employ,B. employs,C. employing,D. employed,A,0,A. employ,情態動詞後接原形 employ。,
questions_seed_300_batch3.sql,228,college,The coefficient was statistically ___ at p < .05. (choose the best option).,A. significant,B. significantly,C. significance,D. signify,A,0,A. significant,形容詞補語 significant 表示達顯著水準。,
questions_seed_300_batch3.sql,229,professor,The term 'morpheme' refers to ___. (choose the best option).,A. a minimal meaningful unit,B. a speech sound,C. a dialect variant,D. a writing system,A,0,A. a minimal meaningful unit,語言學中 morpheme 為最小有意義單位。,
questions_seed_300_batch3.sql,230,professor,A phoneme is best described as ___. (choose the best option).,A. a letter of the alphabet,B. a contrastive sound category,C. a syllable,D. a stress pattern,B,1,B. a contrastive sound category,音位是具區別意義功能的音類別。,
questions_seed_300_batch3.sql,231,professor,"In linguistics, 'syntax' concerns ___. (choose the best option).",A. word meanings,B. sentence structure,C. sound patterns,D. language history,B,1,B. sentence structure,句法研究句子結構。,
questions_seed_300_batch3.sql,232,professor,Semantics primarily deals with ___. (choose the best option).,A. pronunciation,B. meaning,C. spelling reform,D. orthography,B,1,B. meaning,語義學研究意義。,
questions_seed_300_batch3.sql,233,professor,Pragmatics focuses on ___. (choose the best option).,A. sentence length,B. language use in context,C. phonetic transcription,D. etymology,B,1,B. language use in context,語用學關注語境中的使用。,
questions_seed_300_batch3.sql,234,professor,An example of a polyseme is 'bank' meaning river edge and financial institution; this illustrates ___. (choose the best option).,A. homophony,B. polysemy,C. synonymy,D. antonymy,B,1,B. polysemy,同一詞形多義為 polysemy。,
questions_seed_300_batch3.sql,235,professor,"If two words sound identical but differ in meaning and spelling, they are ___. (choose the best option).",A. synonyms,B. homophones,C. hypernyms,D. collocations,B,1,B. homophones,同音異義為 homophones。,
questions_seed_300_batch3.sql,236,professor,The study of word origins is ___. (choose the best option).,A. syntax,B. phonology,C. etymology,D. morphology,C,2,C. etymology,詞源研究為 etymology。,
questions_seed_300_batch3.sql,237,professor,"In English, 'unhappiness' contains ___. (choose the best option).",A. one morpheme,B. two morphemes,C. three morphemes,D. four morphemes,C,2,C. three morphemes,un + happy + ness 三個詞素。,
questions_seed_300_batch3.sql,238,professor,Which pair illustrates phonemic contrast (minimal pairs) (choose the best option)?,A. pin vs spin /p/,B. pit vs bit /p/-/b/,C. cat vs cats /s/-/z/,D. ship vs sheep,B,1,B. pit vs bit /p/-/b/,pit / bit 僅差一個音位 /p/ 與 /b/，為最小對立組，顯示音位對立。,
questions_seed_300_batch3.sql,239,professor,A prescriptive rule tells speakers ___. (choose the best option).,A. how language is actually used,B. how they ought to use language,C. how babies acquire language,D. how dialects spread,B,1,B. how they ought to use language,規範語法規定「應如何」使用。,
questions_seed_300_batch3.sql,240,professor,Descriptive linguistics aims to ___. (choose the best option).,A. rank languages,B. describe actual usage,C. ban loanwords,D. fix spelling,B,1,B. describe actual usage,描寫語言學描述實際用法。,
questions_seed_300_batch3.sql,241,professor,The sapir-whorf hypothesis concerns ___. (choose the best option).,A. sound symbolism,B. language and thought,C. language families,D. writing direction,B,1,B. language and thought,薩丕爾—沃夫假設探討語言與思維。,
questions_seed_300_batch3.sql,242,professor,Metonymy is exemplified by ___. (choose the best option).,A. 'kick the bucket',B. The crown announced...,C. It's raining cats and dogs,D. Time flies,B,1,B. The crown announced...,The crown 借代王室為 metonymy。,
questions_seed_300_batch3.sql,243,professor,A mixed metaphor is problematic because it ___. (choose the best option).,A. uses passive voice,B. combines clashing images,C. is too short,D. lacks a thesis,B,1,B. combines clashing images,混合隱喻意象衝突。,
questions_seed_300_batch3.sql,244,professor,Zeugma joins ___. (choose the best option).,A. two unrelated metaphors,B. one word with two objects in different senses,C. two synonyms,D. subject and object,B,1,B. one word with two objects in different senses,軛式搭配一詞配兩受詞不同義。,
questions_seed_300_batch3.sql,245,professor,Chiasmus involves ___. (choose the best option).,A. rhyme,B. reversed grammatical structure,C. alliteration,D. omission of vowels,B,1,B. reversed grammatical structure,交錯配列為結構倒序對照。,
questions_seed_300_batch3.sql,246,professor,Asyndeton omits ___. (choose the best option).,A. verbs,B. subjects,C. conjunctions,D. articles,C,2,C. conjunctions,連珠式省略連接詞。,
questions_seed_300_batch3.sql,247,professor,Polysyndeton repeats ___. (choose the best option).,A. subjects,B. conjunctions,C. prepositions,D. articles,B,1,B. conjunctions,連綴式重複連接詞。,
questions_seed_300_batch3.sql,248,professor,Anaphora is ___. (choose the best option).,A. end rhyme,B. repetition at the start of successive clauses,C. use of foreign words,D. inversion only,B,1,B. repetition at the start of successive clauses,首語重複為句首重複。,
questions_seed_300_batch3.sql,249,professor,Catachresis refers to ___. (choose the best option).,A. correct grammar,B. strained or improper metaphor,C. metrical feet,D. IPA notation,B,1,B. strained or improper metaphor,誤喻為不當或過度延伸隱喻。,
questions_seed_300_batch3.sql,250,professor,Synecdoche uses ___. (choose the best option).,A. rhyme,B. a part for the whole or vice versa,C. homophones,D. palindrome,B,1,B. a part for the whole or vice versa,提喻以部分代整體或反之。,
questions_seed_300_batch3.sql,251,professor,Litotes expresses affirmation through ___. (choose the best option).,A. hyperbole,B. double negation or understatement,C. simile,D. allusion,B,1,B. double negation or understatement,曲言法以否定或輕描淡寫表肯定。,
questions_seed_300_batch3.sql,252,professor,Pejorative connotation means the word feels ___. (choose the best option).,A. neutral,B. positive,C. negative,D. technical,C,2,C. negative,貶義為負面色彩。,
questions_seed_300_batch3.sql,253,professor,"If an argument affirms the consequent, it is ___. (choose the best option).",A. valid,B. sound,C. formally invalid,D. inductive only,C,2,C. formally invalid,肯定後件為形式謬誤。,
questions_seed_300_batch3.sql,254,professor,Denying the antecedent is ___. (choose the best option).,A. always valid,B. formally invalid,C. the same as modus ponens,D. a strong analogy,B,1,B. formally invalid,否定前件為無效推論。,
questions_seed_300_batch3.sql,255,professor,A deductively valid argument can still be ___. (choose the best option).,A. unsound if premises are false,B. always sound,C. inductive,D. self-refuting always,A,0,A. unsound if premises are false,有效論證若前提假仍可 unsound。,
questions_seed_300_batch3.sql,256,professor,An ad hoc rescue revises a theory ___. (choose the best option).,A. before testing,B. only to protect it from falsification,C. using statistics only,D. through translation,B,1,B. only to protect it from falsification,特設性防衛為免於被否證而補救。,
questions_seed_300_batch3.sql,257,professor,Straw man fallacy involves ___. (choose the best option).,A. using analogies,B. misrepresenting an opponent's view,C. appealing to pity,D. equivocation only,B,1,B. misrepresenting an opponent's view,稻草人謬誤扭曲對方論點。,
questions_seed_300_batch3.sql,258,professor,Equivocation shifts ___. (choose the best option).,A. tenses,B. the meaning of a key term,C. font size,D. sample size,B,1,B. the meaning of a key term,歧義謬誤偷換關鍵詞義。,
questions_seed_300_batch3.sql,259,professor,Post hoc ergo propter hoc mistakes ___. (choose the best option).,A. correlation for authentication,B. sequence for causation,C. cause for correlation,D. definition for example,B,1,B. sequence for causation,後此謬誤把先後當因果。,
questions_seed_300_batch3.sql,260,professor,Begging the question ___. (choose the best option).,A. asks politely,B. assumes the conclusion in premises,C. uses only empirical data,D. avoids pronouns,B,1,B. assumes the conclusion in premises,循環論證把結論藏於前提。,
questions_seed_300_batch3.sql,261,professor,The word 'otiose' most nearly means ___. (choose the best option).,A. meticulous,B. superfluous,C. rapid,D. fragrant,B,1,B. superfluous,otiose 意為多餘、無用。,
questions_seed_300_batch3.sql,262,professor,The word 'perspicacious' suggests ___. (choose the best option).,A. sloppy thinking,B. keen insight,C. physical strength,D. anger,B,1,B. keen insight,perspicacious 表示敏銳洞察。,
questions_seed_300_batch3.sql,263,professor,The word 'recalcitrant' fits ___. (choose the best option).,A. a willing volunteer,B. a stubborn resistor,C. a transparent liquid,D. a cheap fabric,B,1,B. a stubborn resistor,recalcitrant 形容頑抗不服。,
questions_seed_300_batch3.sql,264,professor,The word 'sycophant' denotes ___. (choose the best option).,A. a wise teacher,B. a servile flatterer,C. a neutral judge,D. a brave pioneer,B,1,B. a servile flatterer,sycophant 為阿諛奉承者。,
questions_seed_300_batch3.sql,265,professor,The word 'laconic' describes speech that is ___. (choose the best option).,A. lengthy,B. brief,C. loud,D. archaic,B,1,B. brief,laconic 表示簡潔寡言。,
questions_seed_300_batch3.sql,266,professor,The idiom 'to pull someone's leg' means ___. (choose the best option).,A. to help them walk,B. to tease or joke,C. to betray them,D. to lend money,B,1,B. to tease or joke,英式幽默表示開玩笑、捉弄。,
questions_seed_300_batch3.sql,267,professor,The idiom 'bury the hatchet' means ___. (choose the best option).,A. hide tools,B. make peace,C. start a fight,D. plant trees,B,1,B. make peace,言歸於好、止息爭端。,
questions_seed_300_batch3.sql,268,professor,The idiom 'let sleeping dogs lie' advises ___. (choose the best option).,A. wake pets,B. avoid stirring up trouble,C. train animals,D. sleep more,B,1,B. avoid stirring up trouble,勿挑起不必要的麻煩。,
questions_seed_300_batch3.sql,269,professor,The idiom 'the ball is in your court' means ___. (choose the best option).,A. play tennis,B. it's your turn to act,C. you lost,D. the game ended,B,1,B. it's your turn to act,輪到你採取行動。,
questions_seed_300_batch3.sql,270,professor,The idiom 'cut corners' suggests ___. (choose the best option).,A. meticulous work,B. doing something hastily or improperly,C. taking a shortcut road only,D. building squares,B,1,B. doing something hastily or improperly,偷工減料、走捷徑敷衍。,
questions_seed_300_batch3.sql,271,professor,An oxymoron pairs ___. (choose the best option).,A. synonyms,B. contradictory terms,C. foreign words,D. rhyming words,B,1,B. contradictory terms,矛盾修辭並置相反概念。,
questions_seed_300_batch3.sql,272,professor,Epistemic modality expresses ___. (choose the best option).,A. obligation about the past,B. speaker's degree of commitment to truth,C. physical ability only,D. future tense only,B,1,B. speaker's degree of commitment to truth,認識情態表說話者對命題真假的確信度。,
questions_seed_300_batch3.sql,273,professor,Deictic expressions depend on ___. (choose the best option).,A. Latin roots,B. utterance context,C. metrical stress,D. silent letters,B,1,B. utterance context,指示詞依賴語境座標。,
questions_seed_300_batch3.sql,274,professor,A minimal pair in phonology demonstrates ___. (choose the best option).,A. free variation,B. phonemic contrast,C. allophony only,D. tone sandhi,B,1,B. phonemic contrast,最小對立組顯示音位對立。,
questions_seed_300_batch3.sql,275,professor,Complementary distribution typically indicates ___. (choose the best option).,A. phonemes,B. allophones of one phoneme,C. minimal pairs,D. word stress,B,1,B. allophones of one phoneme,互補分布多為同一音位之變體。,
questions_seed_300_batch3.sql,276,professor,The passive voice is sometimes preferred in scientific writing to ___. (choose the best option).,A. increase wordiness,B. foreground the process or result,C. avoid verbs,D. hide subject always,B,1,B. foreground the process or result,被動可突出過程或結果。,
questions_seed_300_batch3.sql,277,professor,The rhetorical question primarily functions to ___. (choose the best option).,A. request information only,B. prompt reflection rather than an answer,C. change tense,D. translate literally,B,1,B. prompt reflection rather than an answer,反問用於引發思考而非真問。,
questions_seed_300_batch3.sql,278,professor,Pathos appeals to ___. (choose the best option).,A. logic,B. credibility,C. emotion,D. grammar,C,2,C. emotion,悲情訴諸情感 pathos。,
questions_seed_300_batch3.sql,279,professor,Logos appeals to ___. (choose the best option).,A. emotion,B. character,C. reasoning and evidence,D. rhythm,C,2,C. reasoning and evidence,理性訴諸論證 logos。,
questions_seed_300_batch3.sql,280,professor,Ethos appeals to ___. (choose the best option).,A. statistics only,B. speaker credibility,C. musicality,D. imagery only,B,1,B. speaker credibility,人格訴諸可信度 ethos。,
questions_seed_300_batch3.sql,281,professor,Ambiguity of scope may confuse whether ___. (choose the best option).,A. a verb is transitive,B. negation applies to one clause or another,C. nouns are plural,D. letters are silent,B,1,B. negation applies to one clause or another,範域歧義影響否定範圍。,
